seminar_id,university,discipline,seminar_name,seminar_link
53333b-ae288d-09,University of Missouri,Mechanical Engineering,Seminar Series - Mizzou Engineering,https://engineering.missouri.edu/departments/chbme/seminar-series/fall-2023-seminar-series/
5345fc-a561b1-d5,"University of Maryland, Baltimore County",Mathematics,Math Colloquia,https://mathstat.umbc.edu/events/past/?tag=math-colloq
534828-b5f519-2f,Oklahoma State University-Stillwater,Mathematics,Algebra Seminar,https://www.mathdept.okstate.edu/announce/
536452-d533b0-6b,"Graduate Center, CUNY",Mathematics,Hyperbolic Geometry Seminar,https://sites.google.com/site/hyperbolicgeometryseminar/home
53712b-6cd5bb-fc,Rutgers University-New Brunswick,Physics,High Energy Experimental Seminar,https://physics.rutgers.edu/events/seminars?view=article&id=2605:hex-seminar-fall-2023&catid=13:events
5381b7-15eebe-38,"University of California, San Diego",Mathematics,Number Theory Seminars,https://math.ucsd.edu/~nts/
539a12-7a6572-17,Rice University,Mathematics,Topology Seminar,https://docs.google.com/document/d/1aqMtR4Xiqh5HwbPJnpo4gtetr6lx_I9KueRyo0fvp4A/edit
539afd-82647c-2e,Massachusetts Institute of Technology,Mechanical Engineering,MechE Colloquium,https://www.youtube.com/@mitmechelecturescolloquia187/videos?app=desktop&view=0&sort=dd&shelf_id=0
53addd-76f490-bc,University of Colorado Boulder,Chemistry,Organic Chemistry Seminars,https://calendar.colorado.edu/group/chemistry/calendar/month/2023/9
53b3ce-1dbb51-8e,Rutgers University-New Brunswick,Mathematics,Nonlinear Physics Seminar,https://sites.math.rutgers.edu/~yyli/NonlinearAnalysisSeminar.html
53d5ec-300b01-fe,"Graduate Center, CUNY",Mathematics,Ergodic Theory and Dynamical Systems Seminar,https://tamara.ccny.cuny.edu/seminar.html
53df1c-c10c46-5b,University at Buffalo,Physics,Physics Seminars,https://arts-sciences.buffalo.edu/physics/news-events/upcoming-events/colloquium-seminar-series.html
54c6cd-e1042a-d7,Indiana University Bloomington,Physics,Colloquium,https://physics.indiana.edu/news-events/events/colloquium-calendar.html
54f579-b0fb32-10,University of Louisiana at Lafayette,Physics,Physics Seminar,https://physics.louisiana.edu/node/77
55000d-78d84a-0b,Boston University,Mechanical Engineering,Convergent Search Seminar,https://www.bu.edu/eng/news-events/events-calendar/?eid=292210
551ae6-e1a9ed-c0,University of Michigan,Computer Science,ECE Communications and Signal Processing Seminars,https://ece.engin.umich.edu/events/all-seminars/communications-signal-processing-seminars/
552c7a-d2666a-90,Pennsylvania State University,Mathematics,Geometry Lunch Seminar,https://math-cal.cloud.science.psu.edu/events/seminar/410/2023
553a90-4681b5-ef,University of Wisconsin-Madison,Chemistry,Theoretical Chemistry Seminars,https://chem.wisc.edu/theoretical-chemistry-seminars/
558087-2a4782-83,Purdue University,Physics,Biophysical Seminars,https://www.physics.purdue.edu/events/biophys_seminar/archive.html
558770-c5fd19-2e,University of Utah,Mechanical Engineering,Seminars,https://www.mech.utah.edu/research/research-seminars/
559178-14deed-b4,"University of Maryland, College Park",Physics,Physics Colloquium,https://umdphysics.umd.edu/events/calendar.html#year=2023&month=8&day=1&view=month
55b3f4-2be68e-42,University of North Carolina at Chapel Hill,Chemistry,Polymer/Materials Chemistry Seminars,https://chem.unc.edu/events-calendar/
55cf15-0b2d09-7f,University of Virginia,Mathematics,Operator Theory Seminar,https://math.virginia.edu/seminars/sotoa/
55eaa9-45b7e8-fb,New York University,Computer Science,Theory Seminar,https://csefoundations.engineering.nyu.edu/seminar.html
55ef36-756dcc-68,"University of Maryland, Baltimore County",Physics,Physics Colloquium,https://physics.umbc.edu/colloquium-schedule/colloquium-archive/colloquium-schedule-fall-2023/
561aff-cb06c0-d8,"University of Maryland, Baltimore County",Mathematics,Differential Equations Seminar,https://mathstat.umbc.edu/events/past/?tag=de-seminar
564d18-89cdb0-a5,University of Colorado Boulder,Chemistry,Physical Chemistry / Chemical Physics Seminars,https://calendar.colorado.edu/group/chemistry/calendar/month/2023/9
5662a1-1c7e0a-4a,University of South Florida,Mathematics,Analysis Seminars,https://secure.cas.usf.edu/depts/mth/research/seminars/analysis/fall23/
570006-cd2af6-a4,Kansas State University,Chemistry,Departmental Seminars,https://www.k-state.edu/chem/about/seminars_news/seminars/Fall23.html
570429-e69e82-92,Rutgers University-New Brunswick,Physics,Astrophysics Seminar,https://physics.rutgers.edu/astrophysics-physics-seminar-spring-2024?view=article&id=2573:astro-physics-seminar-f2023&catid=13:events
573a43-163ec6-f9,University of Chicago,Mathematics,Unni Namboodiri Lectures in Geometry and Topology,https://mathematics.uchicago.edu/events/lecture-series/unni-namboodiri-lectures-in-geometry-and-topology/
5744b1-6aff90-36,West Virginia University,Chemistry,Seminars,https://www.chemistry.wvu.edu/seminars
579de3-d811b3-35,"University of California, Riverside",Chemistry,CHEM 253 Seminar,https://chem.ucr.edu/events
57a379-49af03-5c,University of Illinois Urbana-Champaign,Mathematics,Seminars,https://calendars.illinois.edu/list/7421
57c8de-9707ba-63,University of Texas at Austin,Computer Science,IFML Seminar Series,https://apps.cs.utexas.edu/calendar/events/month/2023-8
57f10d-90d10b-c3,University of Wisconsin-Madison,Mathematics,Analysis,https://wiki.math.wisc.edu/index.php/Spring_2024_Analysis_Seminar
57f459-14eb89-28,North Dakota State University,Mathematics,Applied Mathematics Seminar,https://www.ndsu.edu/math/research/seminars_and_colloquium/applied_mathematics_seminar/
5806cc-8c4756-92,University of New Mexico,Chemistry,Chemical and Biological Engineering Seminar Series,https://cbe.unm.edu/events/fall-2023.html
5812ca-2c5bdd-ba,Clemson University,Physics,Biophysics Seminar,https://www.clemson.edu/science/academics/departments/physics/news-events/seminars.html
58204f-d0aa63-77,Louisiana State University,Mathematics,Harmonic Analysis Seminar,https://www.math.lsu.edu/calendar?selecttime=past_year&selectevent=Harmonic+Analysis+Seminar
583487-0c6216-98,Columbia University,Mechanical Engineering,ME Seminar,https://www.me.columbia.edu/sitemap
587ec8-bb5270-9d,Virginia Tech,Physics,Colloquium,https://www.phys.vt.edu/Newsandevents/Events.html
58a66e-bc58ce-ec,Binghamton University,Mathematics,Geometry and Topology Seminar,https://www2.math.binghamton.edu/p/seminars/topsem
58adea-4d686c-06,New Jersey Institute of Technology,Computer Science,Department Seminars,https://cs.njit.edu/seminars
58d3fc-d0d91a-4e,Oklahoma State University-Stillwater,Mathematics,Combinatorial and Commutative Algebra Seminar,https://www.mathdept.okstate.edu/announce/
58fa96-4dda6e-3b,Wayne State University,Mathematics,Teaching and Learning,https://events.wayne.edu/search/?q=mathematics+teaching
58fc8d-86e321-50,University of Louisiana at Lafayette,Mathematics,Statistics Seminar,https://math.louisiana.edu/node/285
59395b-23c135-4e,"University of California, Berkeley",Physics,Physics Colloquium,https://events.berkeley.edu/physics/month/date/20230801
595aec-31aac3-db,University of Wisconsin-Madison,Chemistry,Physical Chemistry Seminars,https://chem.wisc.edu/physical-chemistry-seminars/
5971c5-78dc61-cf,Ohio State University,Mathematics,PDE Seminar,https://u.osu.edu/pdeseminar/
59937b-c12dc1-6a,University of North Texas,Mathematics,Millican Colloquium,https://math.unt.edu/seminars/millican-colloquium
59b256-c93966-44,Purdue University,Chemistry,Inorganic Seminar,https://www.chem.purdue.edu/about_us/calendar.html
59b606-239bdc-24,University of Alabama in Huntsville,Physics,Seminars,https://www.uah.edu/science/departments/physics/seminars
59e366-1b0faf-79,Washington State University,Mathematics,Mathematics Education,https://www.math.wsu.edu/Events/Seminars/MathEducation
59fd69-c64f8b-94,Texas A&M University,Computer Science,Distinguished Lectures,https://engineering.tamu.edu/cse/research/seminars/distinguished-lecture/index.html
5a0498-86d87f-12,University of Minnesota,Mathematics,Math Colloquium,https://cse.umn.edu/math/seminar-calendar
5a0e49-5bd931-28,North Carolina State University,Mathematics,Differential Equations/Nonlinear Analysis Seminar,https://wp.math.ncsu.edu/nat/differential-equations-nonlinear-analysis-seminars/
5a3ff8-9fc281-d4,University of New Mexico,Mathematics,Analysis Seminar,https://math.unm.edu/news-events/events/calendar/month/2023-11
5a64c2-65bc12-c8,University of Kansas,Physics,Astro Seminar,https://physics.ku.edu/astro-seminar
5a8639-bfd795-6b,Rice University,Physics,Physics and Astronomy Colloquium,https://events.rice.edu/month/groups/Physics%20%26%20Astronomy
5a9b97-9d6c34-60,University of Louisiana at Lafayette,Mathematics,Algebra Seminar,https://math.louisiana.edu/node/95
5aac54-5b0ed7-d6,"Graduate Center, CUNY",Mathematics,Data Science and Applied Topology Seminar,https://cunygc.appliedtopology.nyc/schedule.html
5ad64d-d24077-8c,Texas Tech University,Computer Science,Seminar,https://www.depts.ttu.edu/cs/department/seminarnew.php
5ae0df-7d9f8d-a5,Michigan State University,Mathematics,Mathematical Physics and Operator Algebras Seminar,https://math.msu.edu/research/seminar.aspx?seriesId=80
5b2dac-0a4e8f-b0,Virginia Commonwealth University,Chemistry,Seminar Schedule,https://chemistry.vcu.edu/events/seminar-sessions/
5b3ff4-5d1e2f-57,"University of California, Los Angeles",Mathematics,Participating Funct. Analysis Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Participating%20Funct.%20Analysis&id=&tba=
5b7411-060a44-29,University of South Florida,Computer Science,Major Works Seminars,https://www.usf.edu/engineering/cse/about/defense-seminar-archive.aspx
5bafa8-29f72d-f7,"University of Maryland, College Park",Physics,QuLCS Seminar,https://umdphysics.umd.edu/events/calendar.html#year=2023&month=8&day=1&view=month
5bbe85-e2aad2-2b,Florida State University,Physics,Nuclear Seminar,https://physics.fsu.edu/nuclear_seminar
5c0ac8-4e62a3-2c,Michigan State University,Mathematics,Topology Seminar,https://math.msu.edu/research/seminar.aspx?seriesId=58&fromDate=Fri%20Aug%2025%202023
5c1e52-9bd2ae-8a,University of Denver,Mathematics,Algebra & Logic Seminars,https://science.du.edu/math/colloquia-and-seminars
5c24ca-98952b-a3,Rutgers University-New Brunswick,Mathematics,Mathematical Finance and Probability Seminars,https://www.finmath.rutgers.edu/news-events-finmath/seminars-workshops-finmath/mathematical-finance-and-probability-seminars/list.events/-
5c3d88-a29b75-fd,University of North Carolina at Chapel Hill,Chemistry,Biology/Biological,https://chem.unc.edu/events-calendar/
5c4b38-bb1f55-56,"University at Albany, SUNY",Mathematics,Analysis and Data Science Seminar,https://www.albany.edu/~ji126652/AnalysisSeminarFall2023.html
5c795d-2da1e2-d7,University of Kentucky,Physics,Astro Seminar,https://pa.as.uky.edu/event-archive/type/5326
5ca708-d0db7c-43,Indiana University Bloomington,Chemistry,Organic,https://www.chem.indiana.edu/internal-tools/seminar-information/
5ca7f1-2454aa-24,University of Notre Dame,Mathematics,Model Theory Seminars,https://math.nd.edu/events/calendar/model-theory-seminars/
5cc3e9-6ebb53-28,"Graduate Center, CUNY",Mathematics,Complex Analysis and Dynamics Seminar,http://userhome.brooklyn.cuny.edu/aulicino/seminar/
5cc631-34546c-44,University of Chicago,Chemistry,Seminar,https://events.uchicago.edu/chem/month/date/20230901
5d4b77-34236f-6f,Cornell University,Mechanical Engineering,MAE Colloquium,https://www.mae.cornell.edu/events/mae-colloquium-maria-sakovsky-phd
5d502a-9647e8-ec,"University of California, Berkeley",Mathematics,Analysis and PDE Seminar,https://events.berkeley.edu/math/month/date/20230801
5decc2-444d08-4b,"University of Maryland, College Park",Mathematics,JHU-UMD Complex Geometry Seminar,https://www-math.umd.edu/research/seminars/jhu-umd-complex-geometry-seminar.html
5e6e27-c15e6d-d6,University of Oklahoma,Mathematics,Frames Seminar,https://math.ou.edu/events/seminars/frames
5ecf1b-688af6-b5,Northwestern University,Mathematics,Topology Seminar,https://www.math.northwestern.edu/activities/seminars/?group=undefined&startDate=2023-08-16T05%3A00%3A00.000Z&endDate=2023-08-30T05%3A00%3A00.000Z&days=undefined
5ee81c-d31287-cd,Wayne State University,Mathematics,Colloquium,https://events.wayne.edu/2023/12/
5eece1-8e494a-58,Princeton University,Physics,Condensed Matter Seminar,https://quantum.princeton.edu/events/archive
5f2abe-7c7f66-36,Rutgers University-New Brunswick,Computer Science,Colloquium,https://www.cs.rutgers.edu/news-events/cs-events/past-events/month.calendar/2023/09/10/-
5f30ba-40b69c-e6,Case Western Reserve University,Computer Science,ECSE Collloquium Series,https://engineering.case.edu/computer-and-data-sciences/colloquia-series-1
5f725b-7078ee-cb,New York University,Physics,Center for Quantum Phenomena Seminars,https://physics.nyu.edu/events.html?EventsPage=cqp
5f78fa-e10217-97,University of Texas at Arlington,Mathematics,Colloquia and Seminars,https://www.uta.edu/academics/schools-colleges/science/departments/mathematics/events/seminars
5f7de8-5c27df-e6,West Virginia University,Mathematics,Colloquia,https://mathanddata.wvu.edu/news-and-events/colloquia
5f9ed9-74bac3-07,"University of California, Berkeley",Mathematics,BLM Reading Group on Inclusive Math Teaching,https://events.berkeley.edu/math/month/date/20230801
5fc010-5aaf63-85,Indiana University Bloomington,Mathematics,Quantum Topology Seminar,https://sites.google.com/view/daniel-lopez-neumann/p%C3%A1gina-principal/qt-seminar-iub
60179d-20e751-ed,Tufts University,Chemistry,Seminar Series,https://tufts.app.box.com/v/chem-seminar-archives
6017e9-6e72a0-72,University of North Texas,Mathematics,Dynamical Systems Seminars,https://math.unt.edu/seminars/dynamical-systems-seminar
601d8c-390422-ea,Michigan State University,Mathematics,Geometrical Analysis Seminar,https://math.msu.edu/research/seminar.aspx?seriesId=1097
601eb6-cff4d3-b3,University of Chicago,Physics,Maria Goeppert-Mayer Lectures,https://physics.uchicago.edu/events/maria-goeppert-mayer-lectures/
603f76-9ac7b6-6e,University of North Texas,Mechanical Engineering,Seminars,https://mechanical.engineering.unt.edu/seminars/2021
60d4a1-1d777c-28,Washington University in St. Louis,Mathematics,Geometry and Topology Seminar,https://math.wustl.edu/past-events/2025
60e0a0-92771b-cd,University of Illinois Urbana-Champaign,Physics,Condensed Matter Seminar,https://physics.illinois.edu/calendar/seminars/1964
610ed1-afa060-df,Florida State University,Chemistry,Biochemistry Seminar,https://www.chem.fsu.edu/seminars/?type=Biochemistry
61625e-11002f-58,"University of California, Irvine",Chemistry,Seminar,https://www.chem.uci.edu/calendar-node-field-dt/month/2023-08
61666a-10c997-b9,University of Michigan,Mathematics,Representation Stability Seminar,https://lsa.umich.edu/math/seminars/seminars-and-colloquia/representation-stability-seminar.html#view=week
61c88f-9cd64c-bf,"University of Maryland, College Park",Computer Science,Maryland Metacognition Seminar Series,https://talks.cs.umd.edu/lists/14?range=past
61d20b-62eb03-0d,University of Chicago,Mathematics,No Boundaries Seminar,https://sites.google.com/uchicago.edu/noboundaries/home
61f06c-5af08a-f8,"University of California, San Diego",Chemistry,Organic/Chemical Biology Seminar,https://chemistry.ucsd.edu/ext/seminars.html
